0.327508,-0.501754,2.816000,0.319821,-0.486380,2.816000,0.189567,-0.522211,3.072000,0.105434,-0.320445,3.328000,0.103761,-0.100511,3.584000,0.524997,-0.530597,3.072000,0.786776,-0.447629,3.328000,0.932129,-0.293192,3.328000,0.368886,-0.184177,3.328000,0.250787,-0.193261,3.328000,0.221161,0.144074,3.584000,0.240728,0.457142,3.584000,0.459732,-0.184177,3.328000,0.553796,0.114724,3.584000,0.488531,0.353527,3.840000,0.312134,-0.547876,2.816000,0.373630,-0.547876,2.816000,0.258326,-0.578624,2.816000,nan,nan,nan,0.572388,0.479313,3.840000,0.593353,0.437384,3.840000,0.436120,0.353527,3.840000,0.230945,0.545192,3.584000,0.191811,0.525626,3.584000,0.289369,0.500277,3.840000,
0.335195,-0.501754,2.816000,0.327508,-0.478694,2.816000,0.189567,-0.522211,3.072000,0.105434,-0.320445,3.328000,0.103761,-0.100511,3.584000,0.524997,-0.530597,3.072000,0.786776,-0.447629,3.328000,0.941214,-0.293192,3.328000,0.340510,-0.170009,3.072000,0.259871,-0.184177,3.328000,0.205364,0.133783,3.328000,0.240728,0.457142,3.584000,0.468816,-0.175092,3.328000,0.563579,0.114724,3.584000,0.499013,0.374491,3.840000,0.319821,-0.547876,2.816000,0.373630,-0.547876,2.816000,0.258326,-0.578624,2.816000,0.457911,-0.622840,3.072000,0.582871,0.489795,3.840000,0.603835,0.458348,3.840000,0.446602,0.374491,3.840000,0.230945,0.545192,3.584000,nan,nan,nan,0.299852,0.500277,3.840000,
0.335195,-0.501754,2.816000,0.327508,-0.478694,2.816000,0.189567,-0.522211,3.072000,0.105434,-0.320445,3.328000,0.096349,-0.093331,3.328000,0.533383,-0.530597,3.072000,0.734641,-0.413196,3.072000,0.941214,-0.293192,3.328000,0.340510,-0.161624,3.072000,0.259871,-0.184177,3.328000,0.205364,0.142867,3.328000,0.240728,0.457142,3.584000,0.468816,-0.175092,3.328000,0.563579,0.124507,3.584000,0.499013,0.384973,3.840000,0.319821,-0.547876,2.816000,0.381317,-0.547876,2.816000,0.258326,-0.578624,2.816000,nan,nan,nan,0.593353,0.510759,3.840000,0.614317,0.479313,3.840000,0.457084,0.395455,3.840000,0.230945,0.545192,3.584000,0.182028,0.525626,3.584000,0.299852,0.500277,3.840000,
0.342882,-0.501754,2.816000,0.327508,-0.478694,2.816000,0.197952,-0.522211,3.072000,0.105434,-0.320445,3.328000,0.105434,-0.093331,3.328000,0.533383,-0.530597,3.072000,0.734641,-0.413196,3.072000,0.941214,-0.293192,3.328000,0.340510,-0.161624,3.072000,0.259871,-0.184177,3.328000,0.205364,0.142867,3.328000,0.240728,0.457142,3.584000,0.468816,-0.175092,3.328000,0.523324,0.115614,3.328000,0.509495,0.405937,3.840000,0.319821,-0.547876,2.816000,0.381317,-0.547876,2.816000,0.266013,-0.578624,2.816000,nan,nan,nan,0.553796,0.496276,3.584000,0.624799,0.489795,3.840000,0.457084,0.416420,3.840000,0.230945,0.545192,3.584000,0.182028,0.525626,3.584000,0.299852,0.500277,3.840000,
0.350569,-0.501754,2.816000,0.335195,-0.478694,2.816000,0.197952,-0.513825,3.072000,0.114518,-0.311361,3.328000,0.105434,-0.093331,3.328000,0.541768,-0.530597,3.072000,0.734641,-0.413196,3.072000,0.941214,-0.293192,3.328000,0.340510,-0.161624,3.072000,0.268956,-0.175092,3.328000,0.205364,0.142867,3.328000,0.240728,0.457142,3.584000,0.468816,-0.166008,3.328000,0.532408,0.124698,3.328000,0.485312,0.398442,3.584000,0.327508,-0.547876,2.816000,0.389004,-0.540189,2.816000,0.266013,-0.578624,2.816000,nan,nan,nan,0.563579,0.506059,3.584000,0.635282,0.510759,3.840000,0.436395,0.408225,3.584000,0.230945,0.545192,3.584000,nan,nan,nan,0.299852,0.500277,3.840000,
0.350569,-0.494067,2.816000,0.335195,-0.471007,2.816000,0.197952,-0.513825,3.072000,0.114518,-0.311361,3.328000,0.105434,-0.084247,3.328000,0.550154,-0.522211,3.072000,0.734641,-0.404811,3.072000,0.950298,-0.284107,3.328000,nan,nan,nan,0.268956,-0.175092,3.328000,0.205364,0.151952,3.328000,0.240728,0.457142,3.584000,0.477901,-0.166008,3.328000,0.532408,0.133783,3.328000,0.495096,0.418009,3.584000,0.327508,-0.540189,2.816000,0.389004,-0.540189,2.816000,0.273700,-0.570937,2.816000,nan,nan,nan,0.573363,0.525626,3.584000,0.645764,0.531724,3.840000,0.446179,0.427792,3.584000,0.230945,0.545192,3.584000,nan,nan,nan,0.310334,0.500277,3.840000,
0.358256,-0.494067,2.816000,0.342882,-0.471007,2.816000,0.206338,-0.505440,3.072000,0.114518,-0.311361,3.328000,0.114518,-0.084247,3.328000,0.550154,-0.522211,3.072000,0.743026,-0.404811,3.072000,0.950298,-0.284107,3.328000,0.377971,-0.166008,3.328000,0.268956,-0.166008,3.328000,0.205364,0.151952,3.328000,0.240728,0.457142,3.584000,0.477901,-0.156923,3.328000,0.541493,0.133783,3.328000,0.495096,0.447359,3.584000,0.335195,-0.540189,2.816000,0.396691,-0.532502,2.816000,0.281387,-0.570937,2.816000,nan,nan,nan,nan,nan,nan,0.656246,0.552688,3.840000,0.455962,0.457142,3.584000,0.221161,0.545192,3.584000,0.172244,0.525626,3.584000,0.310334,0.500277,3.840000,
0.365943,-0.494067,2.816000,0.350569,-0.463320,2.816000,0.206338,-0.505440,3.072000,0.114518,-0.302276,3.328000,0.114518,-0.075162,3.328000,0.558540,-0.513825,3.072000,0.743026,-0.404811,3.072000,0.950298,-0.275023,3.328000,0.377971,-0.156923,3.328000,0.278040,-0.166008,3.328000,0.214448,0.161037,3.328000,0.240728,0.457142,3.584000,0.486985,-0.156923,3.328000,0.541493,0.142867,3.328000,0.504879,0.457142,3.584000,0.342882,-0.532502,2.816000,0.404378,-0.532502,2.816000,0.289074,-0.570937,2.816000,nan,nan,nan,0.583146,0.564759,3.584000,0.612496,0.535409,3.584000,0.455962,0.476709,3.584000,0.221161,0.535409,3.584000,0.172244,0.525626,3.584000,0.310334,0.500277,3.840000,
0.373630,-0.486380,2.816000,0.358256,-0.455633,2.816000,0.214724,-0.497054,3.072000,0.123603,-0.302276,3.328000,0.114518,-0.075162,3.328000,0.566926,-0.513825,3.072000,0.743026,-0.404811,3.072000,0.950298,-0.275023,3.328000,0.387055,-0.156923,3.328000,0.278040,-0.156923,3.328000,0.214448,0.170121,3.328000,0.240728,0.457142,3.584000,0.449525,-0.136466,3.072000,0.541493,0.151952,3.328000,0.504879,0.476709,3.584000,0.342882,-0.524815,2.816000,0.404378,-0.524815,2.816000,0.296761,-0.563250,2.816000,1.082986,-1.313149,6.656000,0.592930,0.574543,3.584000,0.622280,0.554976,3.584000,0.465746,0.496276,3.584000,0.221161,0.535409,3.584000,0.172244,0.525626,3.584000,0.310334,0.500277,3.840000,
0.381317,-0.478694,2.816000,0.358256,-0.455633,2.816000,0.223110,-0.488668,3.072000,0.123603,-0.293192,3.328000,0.123603,-0.066078,3.328000,0.575311,-0.505440,3.072000,0.751412,-0.396425,3.072000,0.877198,-0.245481,3.072000,0.387055,-0.147839,3.328000,0.287125,-0.147839,3.328000,0.214448,0.170121,3.328000,0.240728,0.457142,3.584000,0.457911,-0.136466,3.072000,0.550577,0.161037,3.328000,0.514663,0.496276,3.584000,0.350569,-0.517128,2.816000,0.412065,-0.517128,2.816000,0.296761,-0.563250,2.816000,nan,nan,nan,nan,nan,nan,0.632063,0.574543,3.584000,0.475529,0.515842,3.584000,0.221161,0.535409,3.584000,nan,nan,nan,0.320816,0.500277,3.840000,
0.389004,-0.478694,2.816000,0.365943,-0.447946,2.816000,0.231495,-0.488668,3.072000,0.123603,-0.293192,3.328000,0.123603,-0.066078,3.328000,0.583697,-0.497054,3.072000,0.751412,-0.396425,3.072000,0.877198,-0.245481,3.072000,0.396140,-0.138754,3.328000,0.287125,-0.147839,3.328000,0.214448,0.179206,3.328000,0.240728,0.457142,3.584000,0.466297,-0.128081,3.072000,0.550577,0.170121,3.328000,0.514663,0.506059,3.584000,0.358256,-0.517128,2.816000,0.419752,-0.509441,2.816000,0.304447,-0.563250,2.816000,0.508225,-0.589297,3.072000,nan,nan,nan,0.641846,0.584326,3.584000,0.475529,0.525626,3.584000,0.221161,0.535409,3.584000,nan,nan,nan,0.320816,0.500277,3.840000,
0.389004,-0.471007,2.816000,0.373630,-0.440259,2.816000,0.231495,-0.480282,3.072000,0.132687,-0.284107,3.328000,0.132687,-0.056993,3.328000,0.592083,-0.488668,3.072000,0.759798,-0.388039,3.072000,0.877198,-0.237095,3.072000,0.396140,-0.138754,3.328000,0.287125,-0.138754,3.328000,0.214448,0.179206,3.328000,0.240728,0.457142,3.584000,0.466297,-0.119695,3.072000,0.559662,0.179206,3.328000,0.514663,0.525626,3.584000,0.365943,-0.509441,2.816000,0.427439,-0.509441,2.816000,0.312134,-0.555563,2.816000,nan,nan,nan,0.602713,0.613676,3.584000,0.641846,0.594109,3.584000,0.485312,0.535409,3.584000,0.221161,0.535409,3.584000,nan,nan,nan,0.320816,0.500277,3.840000,
0.396691,-0.471007,2.816000,0.381317,-0.440259,2.816000,0.239881,-0.471897,3.072000,0.132687,-0.284107,3.328000,0.132687,-0.056993,3.328000,0.608854,-0.488668,3.072000,0.768184,-0.379653,3.072000,0.877198,-0.228710,3.072000,0.405224,-0.129670,3.328000,0.296210,-0.129670,3.328000,0.214448,0.188290,3.328000,0.240728,0.457142,3.584000,0.474682,-0.111309,3.072000,0.559662,0.188290,3.328000,0.524446,0.525626,3.584000,0.373630,-0.509441,2.816000,0.435125,-0.501754,2.816000,0.319821,-0.555563,2.816000,nan,nan,nan,0.602713,0.623459,3.584000,0.651630,0.603893,3.584000,0.485312,0.545192,3.584000,0.221161,0.535409,3.584000,nan,nan,nan,0.320816,0.500277,3.840000,
0.404378,-0.463320,2.816000,0.389004,-0.432572,2.816000,0.248267,-0.471897,3.072000,0.141772,-0.275023,3.328000,0.141772,-0.056993,3.328000,0.617240,-0.480282,3.072000,0.776569,-0.371268,3.072000,0.877198,-0.211938,3.072000,0.414309,-0.120585,3.328000,0.296210,-0.129670,3.328000,0.214448,0.197375,3.328000,0.250511,0.457142,3.584000,0.483068,-0.111309,3.072000,0.559662,0.197375,3.328000,0.524446,0.535409,3.584000,0.381317,-0.501754,2.816000,0.442812,-0.501754,2.816000,0.327508,-0.555563,2.816000,nan,nan,nan,nan,nan,nan,0.651630,0.613676,3.584000,0.495096,0.554976,3.584000,0.221161,0.535409,3.584000,0.162461,0.515842,3.584000,0.320816,0.500277,3.840000,
0.412065,-0.463320,2.816000,0.404378,-0.432572,2.816000,0.235265,-0.424885,2.816000,0.139252,-0.253867,3.072000,0.150857,-0.047908,3.328000,0.625626,-0.471897,3.072000,0.784955,-0.362882,3.072000,0.877198,-0.203552,3.072000,0.414309,-0.120585,3.328000,0.305294,-0.120585,3.328000,0.214448,0.197375,3.328000,0.250511,0.447359,3.584000,nan,nan,nan,0.568747,0.206459,3.328000,0.524446,0.545192,3.584000,0.389004,-0.501754,2.816000,0.450499,-0.494067,2.816000,0.335195,-0.547876,2.816000,nan,nan,nan,0.612496,0.633243,3.584000,0.651630,0.623459,3.584000,0.495096,0.554976,3.584000,0.221161,0.535409,3.584000,nan,nan,nan,0.320816,0.500277,3.840000,
0.419752,-0.463320,2.816000,0.412065,-0.424885,2.816000,0.242952,-0.424885,2.816000,0.139252,-0.245481,3.072000,0.150857,-0.047908,3.328000,0.642397,-0.471897,3.072000,0.793341,-0.362882,3.072000,0.877198,-0.195167,3.072000,0.423394,-0.111500,3.328000,0.305294,-0.120585,3.328000,0.214448,0.206459,3.328000,0.250511,0.447359,3.584000,0.532408,-0.102416,3.328000,0.568747,0.215544,3.328000,0.524446,0.545192,3.584000,0.396691,-0.494067,2.816000,0.458186,-0.494067,2.816000,0.342882,-0.547876,2.816000,nan,nan,nan,nan,nan,nan,0.651630,0.623459,3.584000,0.495096,0.554976,3.584000,0.221161,0.535409,3.584000,0.162461,0.515842,3.584000,0.320816,0.489795,3.840000,
0.427439,-0.463320,2.816000,0.419752,-0.424885,2.816000,0.250639,-0.424885,2.816000,0.147638,-0.245481,3.072000,0.159941,-0.038824,3.328000,0.650783,-0.471897,3.072000,0.793341,-0.354496,3.072000,0.877198,-0.195167,3.072000,0.432478,-0.111500,3.328000,0.314379,-0.111500,3.328000,0.214448,0.206459,3.328000,0.250511,0.447359,3.584000,0.541493,-0.102416,3.328000,0.577831,0.224629,3.328000,0.524446,0.545192,3.584000,0.404378,-0.494067,2.816000,0.465873,-0.494067,2.816000,0.350569,-0.547876,2.816000,0.511995,-0.517128,2.816000,nan,nan,nan,0.651630,0.623459,3.584000,0.495096,0.554976,3.584000,0.221161,0.535409,3.584000,0.162461,0.515842,3.584000,0.320816,0.489795,3.840000,
0.435125,-0.455633,2.816000,0.427439,-0.424885,2.816000,0.250639,-0.424885,2.816000,0.156024,-0.237095,3.072000,0.169026,-0.038824,3.328000,0.659169,-0.463511,3.072000,0.801727,-0.354496,3.072000,nan,nan,nan,nan,nan,nan,0.323463,-0.111500,3.328000,0.214448,0.215544,3.328000,0.250511,0.457142,3.584000,0.541493,-0.093331,3.328000,0.577831,0.224629,3.328000,0.524446,0.545192,3.584000,0.374604,-0.449152,2.560000,0.473560,-0.494067,2.816000,0.358256,-0.547876,2.816000,nan,nan,nan,0.612496,0.643026,3.584000,0.651630,0.623459,3.584000,0.495096,0.554976,3.584000,0.221161,0.535409,3.584000,0.174065,0.552688,3.840000,0.320816,0.489795,3.840000,
0.442812,-0.455633,2.816000,0.435125,-0.424885,2.816000,0.258326,-0.424885,2.816000,0.164409,-0.237095,3.072000,0.169026,-0.038824,3.328000,0.667555,-0.463511,3.072000,0.810112,-0.354496,3.072000,1.013615,-0.217911,3.584000,nan,nan,nan,0.323463,-0.102416,3.328000,0.214448,0.215544,3.328000,0.250511,0.457142,3.584000,0.550577,-0.093331,3.328000,0.586916,0.233713,3.328000,0.524446,0.545192,3.584000,0.381592,-0.449152,2.560000,0.437497,-0.449152,2.560000,0.365943,-0.547876,2.816000,0.527369,-0.517128,2.816000,0.612496,0.643026,3.584000,0.651630,0.633243,3.584000,0.495096,0.554976,3.584000,0.221161,0.545192,3.584000,0.162461,0.525626,3.584000,0.320816,0.500277,3.840000,
0.450499,-0.455633,2.816000,0.435125,-0.424885,2.816000,0.266013,-0.417198,2.816000,0.164409,-0.237095,3.072000,0.178110,-0.029739,3.328000,0.611925,-0.424885,2.816000,0.810112,-0.354496,3.072000,0.941214,-0.211431,3.328000,0.415982,-0.086152,3.072000,0.332548,-0.102416,3.328000,0.214448,0.215544,3.328000,0.260295,0.466925,3.584000,0.550577,-0.093331,3.328000,0.586916,0.233713,3.328000,0.524446,0.545192,3.584000,0.388580,-0.449152,2.560000,0.444485,-0.449152,2.560000,0.373630,-0.547876,2.816000,nan,nan,nan,0.568747,0.597096,3.328000,0.651630,0.623459,3.584000,0.495096,0.554976,3.584000,0.230945,0.554976,3.584000,0.162461,0.535409,3.584000,0.320816,0.500277,3.840000,
0.409545,-0.414212,2.560000,0.442812,-0.424885,2.816000,0.266013,-0.417198,2.816000,0.172795,-0.237095,3.072000,0.178110,-0.029739,3.328000,0.619612,-0.424885,2.816000,0.818498,-0.362882,3.072000,0.868813,-0.203552,3.072000,0.415982,-0.086152,3.072000,0.306967,-0.094538,3.072000,0.214448,0.224629,3.328000,0.278887,0.510759,3.840000,0.550577,-0.093331,3.328000,0.596000,0.233713,3.328000,0.524446,0.545192,3.584000,0.388580,-0.449152,2.560000,0.444485,-0.442164,2.560000,0.381317,-0.547876,2.816000,nan,nan,nan,0.612496,0.643026,3.584000,0.651630,0.623459,3.584000,0.495096,0.554976,3.584000,0.230945,0.564759,3.584000,0.172244,0.545192,3.584000,0.320816,0.510759,3.840000,
0.416533,-0.414212,2.560000,0.450499,-0.424885,2.816000,0.273700,-0.417198,2.816000,0.172795,-0.237095,3.072000,0.187195,-0.029739,3.328000,0.619612,-0.424885,2.816000,0.818498,-0.362882,3.072000,0.860427,-0.211938,3.072000,0.424368,-0.086152,3.072000,0.315353,-0.086152,3.072000,0.214448,0.233713,3.328000,0.278887,0.521242,3.840000,0.516611,-0.077766,3.072000,0.596000,0.242798,3.328000,0.524446,0.545192,3.584000,0.395569,-0.449152,2.560000,0.451474,-0.442164,2.560000,0.381317,-0.547876,2.816000,nan,nan,nan,nan,nan,nan,0.651630,0.623459,3.584000,0.495096,0.554976,3.584000,0.230945,0.584326,3.584000,0.172244,0.554976,3.584000,0.331298,0.531724,3.840000,
0.416533,-0.414212,2.560000,0.409545,-0.386259,2.560000,0.273700,-0.417198,2.816000,0.181181,-0.237095,3.072000,0.187195,-0.020655,3.328000,0.619612,-0.424885,2.816000,0.818498,-0.371268,3.072000,0.860427,-0.220324,3.072000,0.424368,-0.077766,3.072000,0.315353,-0.086152,3.072000,0.223533,0.233713,3.328000,0.270078,0.506059,3.584000,0.516611,-0.077766,3.072000,0.605085,0.242798,3.328000,0.524446,0.545192,3.584000,0.395569,-0.449152,2.560000,0.451474,-0.442164,2.560000,0.353640,-0.498069,2.560000,nan,nan,nan,0.612496,0.643026,3.584000,0.651630,0.623459,3.584000,0.485312,0.554976,3.584000,0.230945,0.603893,3.584000,0.182028,0.574543,3.584000,0.331298,0.552688,3.840000,
0.423521,-0.414212,2.560000,0.409545,-0.379271,2.560000,0.273700,-0.417198,2.816000,0.181181,-0.228710,3.072000,0.172795,-0.019066,3.072000,0.619612,-0.424885,2.816000,0.818498,-0.379653,3.072000,0.860427,-0.228710,3.072000,0.424368,-0.077766,3.072000,0.315353,-0.077766,3.072000,0.223533,0.242798,3.328000,0.270078,0.525626,3.584000,0.516611,-0.077766,3.072000,0.605085,0.251882,3.328000,0.524446,0.545192,3.584000,0.402557,-0.442164,2.560000,0.458462,-0.442164,2.560000,0.353640,-0.491081,2.560000,0.550430,-0.509441,2.816000,0.612496,0.643026,3.584000,0.651630,0.623459,3.584000,0.485312,0.545192,3.584000,0.240728,0.623459,3.584000,nan,nan,nan,0.309212,0.535409,3.584000,
0.423521,-0.407223,2.560000,0.409545,-0.379271,2.560000,0.273700,-0.409511,2.816000,0.181181,-0.228710,3.072000,0.172795,-0.010680,3.072000,0.619612,-0.424885,2.816000,0.818498,-0.379653,3.072000,0.860427,-0.237095,3.072000,0.424368,-0.077766,3.072000,0.323739,-0.077766,3.072000,0.223533,0.251882,3.328000,0.279861,0.554976,3.584000,0.516611,-0.069380,3.072000,0.605085,0.251882,3.328000,0.524446,0.545192,3.584000,0.402557,-0.442164,2.560000,0.458462,-0.442164,2.560000,0.353640,-0.491081,2.560000,0.550430,-0.509441,2.816000,0.568747,0.597096,3.328000,0.651630,0.623459,3.584000,0.485312,0.545192,3.584000,0.240728,0.652810,3.584000,0.191811,0.623459,3.584000,0.309212,0.564759,3.584000,
0.423521,-0.407223,2.560000,0.409545,-0.379271,2.560000,0.273700,-0.409511,2.816000,0.181181,-0.228710,3.072000,0.172795,-0.002294,3.072000,0.619612,-0.424885,2.816000,0.818498,-0.379653,3.072000,0.860427,-0.237095,3.072000,0.424368,-0.069380,3.072000,0.323739,-0.069380,3.072000,0.206338,0.249278,3.072000,0.289645,0.574543,3.584000,0.516611,-0.069380,3.072000,0.605085,0.260967,3.328000,0.514663,0.545192,3.584000,0.402557,-0.442164,2.560000,0.451474,-0.435176,2.560000,0.353640,-0.484093,2.560000,0.550430,-0.509441,2.816000,0.612496,0.643026,3.584000,0.651630,0.623459,3.584000,0.475529,0.545192,3.584000,0.223533,0.633434,3.328000,nan,nan,nan,0.309212,0.594109,3.584000,
0.423521,-0.400235,2.560000,0.409545,-0.372283,2.560000,0.273700,-0.401824,2.816000,0.172795,-0.220324,3.072000,0.164409,0.006091,3.072000,0.611925,-0.417198,2.816000,0.818498,-0.379653,3.072000,0.860427,-0.237095,3.072000,0.424368,-0.060995,3.072000,0.315353,-0.069380,3.072000,0.206338,0.257664,3.072000,0.268956,0.560758,3.328000,0.516611,-0.060995,3.072000,0.558540,0.240892,3.072000,0.514663,0.545192,3.584000,0.395569,-0.435176,2.560000,0.451474,-0.428188,2.560000,0.353640,-0.484093,2.560000,0.542743,-0.501754,2.816000,0.612496,0.643026,3.584000,0.641846,0.623459,3.584000,0.475529,0.545192,3.584000,0.223533,0.660688,3.328000,nan,nan,nan,0.318995,0.623459,3.584000,
0.416533,-0.393247,2.560000,0.402557,-0.372283,2.560000,0.266013,-0.401824,2.816000,0.172795,-0.211938,3.072000,0.164409,0.006091,3.072000,0.611925,-0.417198,2.816000,0.810112,-0.379653,3.072000,0.860427,-0.237095,3.072000,0.424368,-0.060995,3.072000,0.315353,-0.060995,3.072000,0.206338,0.266050,3.072000,0.268956,0.588011,3.328000,0.516611,-0.052609,3.072000,0.614169,0.270051,3.328000,0.514663,0.545192,3.584000,0.395569,-0.428188,2.560000,0.451474,-0.428188,2.560000,0.346652,-0.477105,2.560000,nan,nan,nan,0.612496,0.643026,3.584000,0.641846,0.623459,3.584000,0.475529,0.545192,3.584000,0.232618,0.687941,3.328000,0.187195,0.660688,3.328000,0.296210,0.606180,3.328000,
0.416533,-0.386259,2.560000,0.395569,-0.365295,2.560000,0.266013,-0.394137,2.816000,0.164409,-0.211938,3.072000,0.156024,0.014477,3.072000,0.611925,-0.409511,2.816000,0.810112,-0.371268,3.072000,0.868813,-0.237095,3.072000,0.424368,-0.052609,3.072000,0.315353,-0.052609,3.072000,0.206338,0.282821,3.072000,0.278040,0.615265,3.328000,0.516611,-0.052609,3.072000,0.566926,0.257664,3.072000,0.514663,0.545192,3.584000,0.388580,-0.421200,2.560000,0.444485,-0.421200,2.560000,0.339664,-0.470117,2.560000,nan,nan,nan,nan,nan,nan,0.641846,0.623459,3.584000,0.465746,0.535409,3.584000,0.232618,0.715195,3.328000,0.196279,0.687941,3.328000,0.296210,0.642519,3.328000,
0.409545,-0.379271,2.560000,0.395569,-0.358306,2.560000,0.258326,-0.386450,2.816000,0.156024,-0.203552,3.072000,0.156024,0.022863,3.072000,0.604238,-0.409511,2.816000,0.810112,-0.371268,3.072000,0.868813,-0.237095,3.072000,0.424368,-0.044223,3.072000,0.306967,-0.044223,3.072000,0.206338,0.291207,3.072000,0.278040,0.642519,3.328000,0.516611,-0.044223,3.072000,0.566926,0.266050,3.072000,0.514663,0.545192,3.584000,0.381592,-0.414212,2.560000,0.444485,-0.414212,2.560000,0.332675,-0.463128,2.560000,0.535056,-0.494067,2.816000,0.612496,0.643026,3.584000,0.641846,0.623459,3.584000,0.465746,0.535409,3.584000,0.223533,0.742449,3.328000,0.196279,0.706111,3.328000,0.296210,0.669772,3.328000,
0.402557,-0.372283,2.560000,0.388580,-0.351318,2.560000,0.250639,-0.378763,2.816000,0.147638,-0.195167,3.072000,0.147638,0.039634,3.072000,0.596551,-0.401824,2.816000,0.801727,-0.362882,3.072000,0.877198,-0.237095,3.072000,0.415982,-0.035837,3.072000,0.306967,-0.035837,3.072000,0.206338,0.307978,3.072000,0.256653,0.618251,3.072000,0.516611,-0.035837,3.072000,0.558540,0.274435,3.072000,0.504879,0.545192,3.584000,0.374604,-0.407223,2.560000,0.437497,-0.407223,2.560000,0.325687,-0.456140,2.560000,0.479426,-0.442164,2.560000,0.612496,0.643026,3.584000,0.641846,0.623459,3.584000,0.455962,0.535409,3.584000,0.206338,0.710495,3.072000,0.196279,0.733364,3.328000,0.296210,0.687941,3.328000,
0.395569,-0.365295,2.560000,0.381592,-0.344330,2.560000,0.250639,-0.363389,2.816000,0.147638,-0.178395,3.072000,0.139252,0.048020,3.072000,0.588864,-0.394137,2.816000,0.801727,-0.362882,3.072000,0.877198,-0.228710,3.072000,0.415982,-0.027452,3.072000,0.298582,-0.027452,3.072000,0.206338,0.316364,3.072000,0.278040,0.687941,3.328000,0.508225,-0.027452,3.072000,0.558540,0.274435,3.072000,0.504879,0.535409,3.584000,0.367616,-0.400235,2.560000,0.430509,-0.393247,2.560000,0.318699,-0.449152,2.560000,0.472438,-0.435176,2.560000,0.612496,0.643026,3.584000,0.641846,0.623459,3.584000,0.455962,0.535409,3.584000,0.206338,0.727266,3.072000,0.181181,0.693723,3.072000,0.296210,0.706111,3.328000,
0.388580,-0.358306,2.560000,0.374604,-0.337342,2.560000,0.242952,-0.355702,2.816000,0.139252,-0.170009,3.072000,0.139252,0.056406,3.072000,0.581177,-0.386450,2.816000,0.793341,-0.354496,3.072000,0.877198,-0.228710,3.072000,0.407596,-0.027452,3.072000,0.298582,-0.019066,3.072000,0.206338,0.324750,3.072000,0.287125,0.697026,3.328000,0.508225,-0.019066,3.072000,0.558540,0.282821,3.072000,0.504879,0.535409,3.584000,0.360628,-0.386259,2.560000,0.423521,-0.386259,2.560000,0.311711,-0.435176,2.560000,0.511995,-0.471007,2.816000,0.568747,0.597096,3.328000,0.641846,0.623459,3.584000,0.455962,0.535409,3.584000,0.223533,0.806041,3.328000,0.196279,0.760618,3.328000,0.296210,0.724280,3.328000,
0.381592,-0.344330,2.560000,0.367616,-0.330354,2.560000,0.235265,-0.348016,2.816000,0.119961,-0.148155,2.816000,0.130866,0.064792,3.072000,0.573490,-0.378763,2.816000,0.784955,-0.354496,3.072000,0.885584,-0.220324,3.072000,0.407596,-0.019066,3.072000,0.290196,-0.019066,3.072000,0.206338,0.341522,3.072000,0.287125,0.715195,3.328000,0.508225,-0.019066,3.072000,0.558540,0.291207,3.072000,0.504879,0.535409,3.584000,0.353640,-0.379271,2.560000,0.416533,-0.379271,2.560000,0.304723,-0.428188,2.560000,nan,nan,nan,0.568747,0.597096,3.328000,0.641846,0.623459,3.584000,0.455962,0.535409,3.584000,0.206338,0.752423,3.072000,0.181181,0.718880,3.072000,0.296210,0.742449,3.328000,
0.374604,-0.337342,2.560000,0.360628,-0.323366,2.560000,0.227578,-0.340329,2.816000,0.112274,-0.140468,2.816000,0.130866,0.073177,3.072000,0.565803,-0.378763,2.816000,0.776569,-0.354496,3.072000,0.885584,-0.220324,3.072000,0.399211,-0.010680,3.072000,0.290196,-0.010680,3.072000,0.206338,0.349907,3.072000,0.287125,0.724280,3.328000,0.499840,-0.010680,3.072000,0.550154,0.291207,3.072000,0.504879,0.535409,3.584000,0.346652,-0.372283,2.560000,0.409545,-0.372283,2.560000,0.290747,-0.421200,2.560000,0.451474,-0.414212,2.560000,nan,nan,nan,0.641846,0.623459,3.584000,0.455962,0.535409,3.584000,0.206338,0.760809,3.072000,0.181181,0.727266,3.072000,0.296210,0.751533,3.328000,
0.367616,-0.330354,2.560000,0.346652,-0.316378,2.560000,0.219891,-0.332642,2.816000,0.114095,-0.144852,3.072000,0.122481,0.081563,3.072000,0.558116,-0.371076,2.816000,0.776569,-0.346110,3.072000,0.885584,-0.211938,3.072000,0.390825,-0.002294,3.072000,0.281810,-0.002294,3.072000,0.206338,0.349907,3.072000,0.278040,0.733364,3.328000,0.499840,-0.002294,3.072000,0.550154,0.299593,3.072000,0.504879,0.535409,3.584000,0.339664,-0.358306,2.560000,0.395569,-0.358306,2.560000,0.283759,-0.414212,2.560000,0.488934,-0.440259,2.816000,0.568747,0.597096,3.328000,0.641846,0.623459,3.584000,0.455962,0.535409,3.584000,0.206338,0.769195,3.072000,0.181181,0.727266,3.072000,0.296210,0.760618,3.328000,
